task_20210217/20210217-174302_01(51.0).jpg,1.92,0,971.328,972.54,TOUTUR,1920,1080
task_20210217/20210217-174308_01(20.0).jpg,1.92,0,1267.392,927.072,TOUTUR,1920,1080
task_20210217/20210217-174314_01(11.0).jpg,1.92,0,1478.016,1080,TOUTUR,1920,1080
task_20210217/20210217-174314_02(11.0).jpg,1.92,0,1626.048,557.064,TOUTUR,1920,1080
task_20210217/20210217-174314_02(11.0).jpg,60.672,69.444,1495.104,1078.812,TOUTUR,1920,1080
task_20210217/20210217-174314_03(11.0).jpg,108.096,0,1718.976,1080,TOUTUR,1920,1080
task_20210217/20210217-174314_03(11.0).jpg,0,0,1553.856,602.64,TOUTUR,1920,1080
task_20210217/20210217-174314_04(11.0).jpg,0,1.188,1627.776,631.044,TOUTUR,1920,1080
task_20210217/20210217-174314_04(11.0).jpg,92.928,1.188,1775.808,1080,TOUTUR,1920,1080
task_20210217/20210217-174314_07(11.0).jpg,3.84,0,1646.784,678.456,TOUTUR,1920,1080
task_20210217/20210217-174314_07(11.0).jpg,3.84,50.544,1920,1080,TOUTUR,1920,1080
task_20210217/20210217-174320_01(13.0).jpg,491.328,16.308,1916.16,1069.308,TOUTUR,1920,1080
task_20210217/20210217-174320_01(13.0).jpg,5.76,236.412,760.896,875.772,TOUTUR,1920,1080
task_20210217/20210217-174320_07(13.0).jpg,0,8.748,1155.456,839.7,TOUTUR,1920,1080
task_20210217/20210217-174320_07(13.0).jpg,700.032,1.188,1912.32,1080,TOUTUR,1920,1080
task_20210217/20210217-174327_01(12.0).jpg,815.808,63.828,1887.744,634.824,TOUTUR,1920,1080
task_20210217/20210217-174327_01(12.0).jpg,269.376,4.968,1200.96,691.74,TOUTUR,1920,1080
task_20210217/20210217-174327_06(12.0).jpg,842.304,73.224,1916.16,629.1,TOUTUR,1920,1080
task_20210217/20210217-174327_06(12.0).jpg,311.232,4.968,1051.008,908.064,TOUTUR,1920,1080
task_20210217/20210217-174333_01(14.0).jpg,0,16.308,1918.08,748.656,TOUTUR,1920,1080
task_20210217/20210217-174333_01(14.0).jpg,817.728,111.24,1916.16,629.1,TOUTUR,1920,1080
task_20210217/20210217-174340_01(11.0).jpg,762.624,10.692,1866.816,621.54,TOUTUR,1920,1080
task_20210217/20210217-174340_01(11.0).jpg,239.04,73.224,950.592,771.444,TOUTUR,1920,1080
task_20210217/20210217-174340_04(11.0).jpg,768.384,0,1557.696,634.824,TOUTUR,1920,1080
task_20210217/20210217-174340_04(11.0).jpg,212.544,25.812,855.744,769.5,TOUTUR,1920,1080
task_20210217/20210217-174340_06(11.0).jpg,320.64,77.112,1293.888,638.604,TOUTUR,1920,1080
task_20210217/20210217-174340_06(11.0).jpg,0,132.084,757.056,687.96,TOUTUR,1920,1080
task_20210217/20210217-174346_01(12.0).jpg,1.92,3.024,1468.416,763.884,TOUTUR,1920,1080
task_20210217/20210217-174346_01(12.0).jpg,811.968,1.188,1669.632,720.252,TOUTUR,1920,1080
task_20210217/20210217-174346_02(12.0).jpg,0,0,1569.024,758.16,TOUTUR,1920,1080
task_20210217/20210217-174346_02(12.0).jpg,791.232,4.968,1622.208,646.272,TOUTUR,1920,1080
task_20210217/20210217-174346_04(12.0).jpg,1.92,3.024,1624.128,758.16,TOUTUR,1920,1080
task_20210217/20210217-174346_04(12.0).jpg,779.712,3.024,1616.448,655.668,TOUTUR,1920,1080
